file_path,file_size,current_chunk_size,predicted_chunk_size,current_to_predicted_ratio,bmu
/mnt/beegfs/testdir_128K/test_500M.dat,500000000,125,512,0.244140625,"(np.int64(18), np.int64(22))"
/mnt/beegfs/testdir_256K/test_100M.dat,100000000,250,512,0.48828125,"(np.int64(27), np.int64(24))"
/mnt/beegfs/testdir_64K/test_500M.dat,500000000,62,512,0.1220703125,"(np.int64(2), np.int64(8))"
/mnt/beegfs/testdir_2048K/test_200M.dat,200000000,2000,3456,0.5787037037037037,"(np.int64(29), np.int64(15))"
/mnt/beegfs/testdir_768K/test_200M.dat,200000000,750,896,0.8370535714285714,"(np.int64(15), np.int64(27))"
/mnt/beegfs/testdir_1024K/test_500M.dat,500000000,1000,1152,0.8680555555555556,"(np.int64(25), np.int64(26))"
/mnt/beegfs/testdir_2048K/test_200M.dat,200000000,2000,3968,0.5040322580645161,"(np.int64(5), np.int64(7))"
/mnt/beegfs/testdir_2048K/test_200M.dat,200000000,2000,4096,0.48828125,"(np.int64(9), np.int64(7))"
/mnt/beegfs/testdir_1024K/test_500M.dat,500000000,1000,2432,0.41118421052631576,"(np.int64(15), np.int64(6))"
/mnt/beegfs/testdir_2048K/test_500M.dat,500000000,2000,4096,0.48828125,"(np.int64(19), np.int64(8))"
/mnt/beegfs/testdir_128K/test_100M.dat,100000000,125,512,0.244140625,"(np.int64(27), np.int64(23))"
/mnt/beegfs/testdir_64K/test_500M.dat,500000000,62,512,0.1220703125,"(np.int64(28), np.int64(13))"
/mnt/beegfs/testdir_512K/test_50M.dat,50000000,500,1024,0.48828125,"(np.int64(4), np.int64(4))"
/mnt/beegfs/testdir_256K/test_1000M.dat,1000000000,250,512,0.48828125,"(np.int64(10), np.int64(15))"
/mnt/beegfs/testdir_64K/test_100M.dat,100000000,62,512,0.1220703125,"(np.int64(7), np.int64(29))"
/mnt/beegfs/testdir_64K/test_50M.dat,50000000,62,512,0.1220703125,"(np.int64(28), np.int64(19))"
/mnt/beegfs/testdir_1024K/test_100M.dat,100000000,1000,1408,0.7102272727272727,"(np.int64(22), np.int64(0))"
/mnt/beegfs/testdir_768K/test_100M.dat,100000000,750,1024,0.732421875,"(np.int64(17), np.int64(7))"
/mnt/beegfs/testdir_512K/test_200M.dat,200000000,500,2176,0.22977941176470587,"(np.int64(18), np.int64(29))"
/mnt/beegfs/testdir_2048K/test_100M.dat,100000000,2000,2176,0.9191176470588235,"(np.int64(18), np.int64(29))"
/mnt/beegfs/testdir_64K/test_1000M.dat,1000000000,62,512,0.1220703125,"(np.int64(10), np.int64(14))"
/mnt/beegfs/testdir_128K/test_200M.dat,200000000,125,512,0.244140625,"(np.int64(19), np.int64(21))"
/mnt/beegfs/testdir_128K/test_1000M.dat,1000000000,125,512,0.244140625,"(np.int64(9), np.int64(15))"
/mnt/beegfs/testdir_768K/test_1000M.dat,1000000000,750,1152,0.6510416666666666,"(np.int64(18), np.int64(4))"
/mnt/beegfs/testdir_1024K/test_1000M.dat,1000000000,1000,896,1.1160714285714286,"(np.int64(3), np.int64(26))"
/mnt/beegfs/testdir_2048K/test_500M.dat,500000000,2000,2944,0.6793478260869565,"(np.int64(15), np.int64(2))"
/mnt/beegfs/testdir_256K/test_50M.dat,50000000,250,640,0.390625,"(np.int64(1), np.int64(13))"
/mnt/beegfs/testdir_2048K/test_200M.dat,200000000,2000,3200,0.625,"(np.int64(15), np.int64(23))"
/mnt/beegfs/testdir_4096K/test_100M.dat,100000000,4000,4096,0.9765625,"(np.int64(10), np.int64(24))"
/mnt/beegfs/testdir_4096K/test_100M.dat,100000000,4000,4096,0.9765625,"(np.int64(8), np.int64(7))"
/mnt/beegfs/testdir_64K/test_500M.dat,500000000,62,512,0.1220703125,"(np.int64(20), np.int64(23))"
/mnt/beegfs/testdir_256K/test_100M.dat,100000000,250,512,0.48828125,"(np.int64(16), np.int64(1))"
/mnt/beegfs/testdir_1024K/test_50M.dat,50000000,1000,896,1.1160714285714286,"(np.int64(15), np.int64(27))"
/mnt/beegfs/testdir_64K/test_200M.dat,200000000,62,512,0.1220703125,"(np.int64(9), np.int64(26))"
/mnt/beegfs/testdir_1024K/test_50M.dat,50000000,1000,768,1.3020833333333333,"(np.int64(18), np.int64(18))"
/mnt/beegfs/testdir_2048K/test_500M.dat,500000000,2000,4096,0.48828125,"(np.int64(20), np.int64(5))"
/mnt/beegfs/testdir_128K/test_500M.dat,500000000,125,512,0.244140625,"(np.int64(10), np.int64(0))"
/mnt/beegfs/testdir_64K/test_50M.dat,50000000,62,512,0.1220703125,"(np.int64(22), np.int64(12))"
/mnt/beegfs/testdir_4096K/test_1000M.dat,1000000000,4000,4096,0.9765625,"(np.int64(24), np.int64(4))"
/mnt/beegfs/testdir_256K/test_50M.dat,50000000,250,512,0.48828125,"(np.int64(3), np.int64(5))"
/mnt/beegfs/testdir_64K/test_500M.dat,500000000,62,512,0.1220703125,"(np.int64(21), np.int64(23))"
/mnt/beegfs/testdir_768K/test_200M.dat,200000000,750,1408,0.5326704545454546,"(np.int64(13), np.int64(24))"
/mnt/beegfs/testdir_4096K/test_100M.dat,100000000,4000,4096,0.9765625,"(np.int64(3), np.int64(16))"
/mnt/beegfs/testdir_256K/test_100M.dat,100000000,250,512,0.48828125,"(np.int64(12), np.int64(23))"
/mnt/beegfs/testdir_2048K/test_50M.dat,50000000,2000,3584,0.5580357142857143,"(np.int64(18), np.int64(26))"
/mnt/beegfs/testdir_2048K/test_500M.dat,500000000,2000,2944,0.6793478260869565,"(np.int64(24), np.int64(8))"
/mnt/beegfs/testdir_64K/test_200M.dat,200000000,62,512,0.1220703125,"(np.int64(15), np.int64(19))"
/mnt/beegfs/testdir_64K/test_50M.dat,50000000,62,512,0.1220703125,"(np.int64(7), np.int64(29))"
/mnt/beegfs/testdir_512K/test_200M.dat,200000000,500,768,0.6510416666666666,"(np.int64(29), np.int64(4))"
/mnt/beegfs/testdir_128K/test_50M.dat,50000000,125,512,0.244140625,"(np.int64(3), np.int64(7))"
/mnt/beegfs/testdir_768K/test_500M.dat,500000000,750,640,1.171875,"(np.int64(1), np.int64(15))"
/mnt/beegfs/testdir_4096K/test_50M.dat,50000000,4000,4096,0.9765625,"(np.int64(13), np.int64(12))"
/mnt/beegfs/testdir_512K/test_1000M.dat,1000000000,500,896,0.5580357142857143,"(np.int64(3), np.int64(26))"
/mnt/beegfs/testdir_768K/test_50M.dat,50000000,750,1536,0.48828125,"(np.int64(8), np.int64(3))"
/mnt/beegfs/testdir_768K/test_500M.dat,500000000,750,1024,0.732421875,"(np.int64(6), np.int64(24))"
/mnt/beegfs/testdir_128K/test_1000M.dat,1000000000,125,512,0.244140625,"(np.int64(28), np.int64(8))"
/mnt/beegfs/testdir_768K/test_500M.dat,500000000,750,768,0.9765625,"(np.int64(25), np.int64(10))"
/mnt/beegfs/testdir_256K/test_200M.dat,200000000,250,768,0.3255208333333333,"(np.int64(24), np.int64(0))"
/mnt/beegfs/testdir_256K/test_100M.dat,100000000,250,512,0.48828125,"(np.int64(2), np.int64(13))"
/mnt/beegfs/testdir_64K/test_50M.dat,50000000,62,512,0.1220703125,"(np.int64(3), np.int64(7))"
/mnt/beegfs/testdir_2048K/test_1000M.dat,1000000000,2000,3968,0.5040322580645161,"(np.int64(3), np.int64(23))"
/mnt/beegfs/testdir_128K/test_200M.dat,200000000,125,512,0.244140625,"(np.int64(28), np.int64(19))"
/mnt/beegfs/testdir_2048K/test_1000M.dat,1000000000,2000,3584,0.5580357142857143,"(np.int64(24), np.int64(3))"
/mnt/beegfs/testdir_1024K/test_500M.dat,500000000,1000,640,1.5625,"(np.int64(16), np.int64(11))"
/mnt/beegfs/testdir_256K/test_200M.dat,200000000,250,512,0.48828125,"(np.int64(21), np.int64(24))"
/mnt/beegfs/testdir_512K/test_50M.dat,50000000,500,1024,0.48828125,"(np.int64(29), np.int64(5))"
/mnt/beegfs/testdir_512K/test_200M.dat,200000000,500,896,0.5580357142857143,"(np.int64(29), np.int64(6))"
/mnt/beegfs/testdir_512K/test_100M.dat,100000000,500,2304,0.2170138888888889,"(np.int64(14), np.int64(25))"
/mnt/beegfs/testdir_1024K/test_500M.dat,500000000,1000,1664,0.6009615384615384,"(np.int64(15), np.int64(7))"
/mnt/beegfs/testdir_512K/test_100M.dat,100000000,500,2176,0.22977941176470587,"(np.int64(18), np.int64(29))"
/mnt/beegfs/testdir_4096K/test_100M.dat,100000000,4000,4096,0.9765625,"(np.int64(13), np.int64(1))"
/mnt/beegfs/testdir_4096K/test_200M.dat,200000000,4000,4096,0.9765625,"(np.int64(7), np.int64(7))"
/mnt/beegfs/testdir_512K/test_500M.dat,500000000,500,768,0.6510416666666666,"(np.int64(25), np.int64(10))"
/mnt/beegfs/testdir_768K/test_1000M.dat,1000000000,750,1920,0.390625,"(np.int64(2), np.int64(28))"
/mnt/beegfs/testdir_1024K/test_500M.dat,500000000,1000,2048,0.48828125,"(np.int64(29), np.int64(1))"
/mnt/beegfs/testdir_4096K/test_200M.dat,200000000,4000,4096,0.9765625,"(np.int64(25), np.int64(16))"
/mnt/beegfs/testdir_4096K/test_50M.dat,50000000,4000,4096,0.9765625,"(np.int64(13), np.int64(2))"
/mnt/beegfs/testdir_512K/test_200M.dat,200000000,500,768,0.6510416666666666,"(np.int64(0), np.int64(14))"
/mnt/beegfs/testdir_4096K/test_50M.dat,50000000,4000,4096,0.9765625,"(np.int64(13), np.int64(12))"
/mnt/beegfs/testdir_2048K/test_1000M.dat,1000000000,2000,3968,0.5040322580645161,"(np.int64(4), np.int64(20))"
/mnt/beegfs/testdir_256K/test_100M.dat,100000000,250,512,0.48828125,"(np.int64(16), np.int64(2))"
/mnt/beegfs/testdir_128K/test_1000M.dat,1000000000,125,512,0.244140625,"(np.int64(27), np.int64(15))"
/mnt/beegfs/testdir_2048K/test_100M.dat,100000000,2000,3200,0.625,"(np.int64(14), np.int64(23))"
/mnt/beegfs/testdir_1024K/test_200M.dat,200000000,1000,1024,0.9765625,"(np.int64(28), np.int64(25))"
/mnt/beegfs/testdir_768K/test_1000M.dat,1000000000,750,1408,0.5326704545454546,"(np.int64(19), np.int64(2))"
/mnt/beegfs/testdir_4096K/test_1000M.dat,1000000000,4000,4096,0.9765625,"(np.int64(7), np.int64(1))"
/mnt/beegfs/testdir_2048K/test_50M.dat,50000000,2000,3200,0.625,"(np.int64(16), np.int64(17))"
/mnt/beegfs/testdir_64K/test_1000M.dat,1000000000,62,512,0.1220703125,"(np.int64(8), np.int64(13))"
/mnt/beegfs/testdir_256K/test_500M.dat,500000000,250,512,0.48828125,"(np.int64(14), np.int64(5))"
/mnt/beegfs/testdir_4096K/test_500M.dat,500000000,4000,4096,0.9765625,"(np.int64(1), np.int64(23))"
/mnt/beegfs/testdir_128K/test_1000M.dat,1000000000,125,512,0.244140625,"(np.int64(29), np.int64(12))"
/mnt/beegfs/testdir_512K/test_500M.dat,500000000,500,1920,0.2604166666666667,"(np.int64(15), np.int64(12))"
/mnt/beegfs/testdir_512K/test_50M.dat,50000000,500,768,0.6510416666666666,"(np.int64(23), np.int64(0))"
/mnt/beegfs/testdir_256K/test_200M.dat,200000000,250,512,0.48828125,"(np.int64(23), np.int64(22))"
/mnt/beegfs/testdir_512K/test_1000M.dat,1000000000,500,1536,0.3255208333333333,"(np.int64(23), np.int64(15))"
/mnt/beegfs/testdir_128K/test_50M.dat,50000000,125,3968,0.03150201612903226,"(np.int64(14), np.int64(19))"
/mnt/beegfs/testdir_2048K/test_100M.dat,100000000,2000,3840,0.5208333333333334,"(np.int64(17), np.int64(15))"
/mnt/beegfs/testdir_4096K/test_500M.dat,500000000,4000,4096,0.9765625,"(np.int64(5), np.int64(2))"
/mnt/beegfs/testdir_4096K/test_50M.dat,50000000,4000,4096,0.9765625,"(np.int64(14), np.int64(1))"
/mnt/beegfs/testdir_1024K/test_1000M.dat,1000000000,1000,2816,0.35511363636363635,"(np.int64(20), np.int64(4))"
/mnt/beegfs/testdir_768K/test_200M.dat,200000000,750,2304,0.3255208333333333,"(np.int64(14), np.int64(25))"
/mnt/beegfs/testdir_4096K/test_100M.dat,100000000,4000,4096,0.9765625,"(np.int64(12), np.int64(28))"
/mnt/beegfs/testdir_512K/test_200M.dat,200000000,500,1152,0.4340277777777778,"(np.int64(2), np.int64(10))"
/mnt/beegfs/testdir_128K/test_50M.dat,50000000,125,512,0.244140625,"(np.int64(23), np.int64(11))"
/mnt/beegfs/testdir_768K/test_50M.dat,50000000,750,2560,0.29296875,"(np.int64(18), np.int64(15))"
/mnt/beegfs/testdir_512K/test_50M.dat,50000000,500,1152,0.4340277777777778,"(np.int64(25), np.int64(24))"
/mnt/beegfs/testdir_2048K/test_50M.dat,50000000,2000,3584,0.5580357142857143,"(np.int64(5), np.int64(15))"
/mnt/beegfs/testdir_768K/test_50M.dat,50000000,750,1024,0.732421875,"(np.int64(28), np.int64(25))"
/mnt/beegfs/testdir_256K/test_500M.dat,500000000,250,512,0.48828125,"(np.int64(22), np.int64(26))"
/mnt/beegfs/testdir_256K/test_200M.dat,200000000,250,512,0.48828125,"(np.int64(16), np.int64(20))"
/mnt/beegfs/testdir_1024K/test_100M.dat,100000000,1000,2944,0.33967391304347827,"(np.int64(4), np.int64(3))"
/mnt/beegfs/testdir_256K/test_100M.dat,100000000,250,512,0.48828125,"(np.int64(3), np.int64(6))"
/mnt/beegfs/testdir_64K/test_100M.dat,100000000,62,512,0.1220703125,"(np.int64(27), np.int64(21))"
/mnt/beegfs/testdir_768K/test_200M.dat,200000000,750,1280,0.5859375,"(np.int64(18), np.int64(19))"
/mnt/beegfs/testdir_2048K/test_200M.dat,200000000,2000,3456,0.5787037037037037,"(np.int64(19), np.int64(11))"
/mnt/beegfs/testdir_128K/test_1000M.dat,1000000000,125,512,0.244140625,"(np.int64(28), np.int64(10))"
/mnt/beegfs/testdir_2048K/test_500M.dat,500000000,2000,3968,0.5040322580645161,"(np.int64(23), np.int64(3))"
/mnt/beegfs/testdir_512K/test_500M.dat,500000000,500,896,0.5580357142857143,"(np.int64(16), np.int64(10))"
/mnt/beegfs/testdir_2048K/test_100M.dat,100000000,2000,2944,0.6793478260869565,"(np.int64(4), np.int64(3))"
/mnt/beegfs/testdir_128K/test_500M.dat,500000000,125,512,0.244140625,"(np.int64(21), np.int64(21))"
/mnt/beegfs/testdir_64K/test_100M.dat,100000000,62,512,0.1220703125,"(np.int64(2), np.int64(6))"
/mnt/beegfs/testdir_768K/test_50M.dat,50000000,750,1536,0.48828125,"(np.int64(8), np.int64(3))"
/mnt/beegfs/testdir_128K/test_50M.dat,50000000,125,512,0.244140625,"(np.int64(22), np.int64(11))"
/mnt/beegfs/testdir_2048K/test_1000M.dat,1000000000,2000,2688,0.7440476190476191,"(np.int64(3), np.int64(19))"
/mnt/beegfs/testdir_512K/test_100M.dat,100000000,500,1280,0.390625,"(np.int64(7), np.int64(4))"
/mnt/beegfs/testdir_2048K/test_1000M.dat,1000000000,2000,3968,0.5040322580645161,"(np.int64(3), np.int64(23))"
/mnt/beegfs/testdir_64K/test_100M.dat,100000000,62,512,0.1220703125,"(np.int64(7), np.int64(29))"
/mnt/beegfs/testdir_256K/test_500M.dat,500000000,250,512,0.48828125,"(np.int64(19), np.int64(24))"
/mnt/beegfs/testdir_4096K/test_50M.dat,50000000,4000,4096,0.9765625,"(np.int64(12), np.int64(0))"
/mnt/beegfs/testdir_2048K/test_1000M.dat,1000000000,2000,3968,0.5040322580645161,"(np.int64(12), np.int64(10))"
/mnt/beegfs/testdir_128K/test_200M.dat,200000000,125,2944,0.042459239130434784,"(np.int64(19), np.int64(13))"
/mnt/beegfs/testdir_128K/test_50M.dat,50000000,125,512,0.244140625,"(np.int64(3), np.int64(7))"
/mnt/beegfs/testdir_256K/test_500M.dat,500000000,250,1536,0.16276041666666666,"(np.int64(23), np.int64(25))"
/mnt/beegfs/testdir_512K/test_500M.dat,500000000,500,1408,0.35511363636363635,"(np.int64(19), np.int64(10))"
/mnt/beegfs/testdir_1024K/test_1000M.dat,1000000000,1000,896,1.1160714285714286,"(np.int64(13), np.int64(8))"
/mnt/beegfs/testdir_512K/test_1000M.dat,1000000000,500,640,0.78125,"(np.int64(2), np.int64(29))"
/mnt/beegfs/testdir_1024K/test_200M.dat,200000000,1000,896,1.1160714285714286,"(np.int64(16), np.int64(10))"
/mnt/beegfs/testdir_768K/test_200M.dat,200000000,750,768,0.9765625,"(np.int64(7), np.int64(19))"
/mnt/beegfs/testdir_1024K/test_200M.dat,200000000,1000,1408,0.7102272727272727,"(np.int64(22), np.int64(0))"
/mnt/beegfs/testdir_1024K/test_200M.dat,200000000,1000,1152,0.8680555555555556,"(np.int64(25), np.int64(24))"
/mnt/beegfs/testdir_512K/test_100M.dat,100000000,500,896,0.5580357142857143,"(np.int64(23), np.int64(1))"
/mnt/beegfs/testdir_4096K/test_500M.dat,500000000,4000,4096,0.9765625,"(np.int64(13), np.int64(29))"
/mnt/beegfs/testdir_128K/test_100M.dat,100000000,125,512,0.244140625,"(np.int64(12), np.int64(23))"
/mnt/beegfs/testdir_256K/test_200M.dat,200000000,250,512,0.48828125,"(np.int64(11), np.int64(4))"
/mnt/beegfs/testdir_4096K/test_200M.dat,200000000,4000,4096,0.9765625,"(np.int64(0), np.int64(24))"
/mnt/beegfs/testdir_128K/test_100M.dat,100000000,125,512,0.244140625,"(np.int64(3), np.int64(8))"
/mnt/beegfs/testdir_256K/test_1000M.dat,1000000000,250,512,0.48828125,"(np.int64(27), np.int64(8))"
/mnt/beegfs/testdir_64K/test_100M.dat,100000000,62,512,0.1220703125,"(np.int64(9), np.int64(28))"
/mnt/beegfs/testdir_512K/test_1000M.dat,1000000000,500,1152,0.4340277777777778,"(np.int64(18), np.int64(4))"
/mnt/beegfs/testdir_64K/test_100M.dat,100000000,62,512,0.1220703125,"(np.int64(28), np.int64(19))"
/mnt/beegfs/testdir_768K/test_100M.dat,100000000,750,896,0.8370535714285714,"(np.int64(4), np.int64(6))"
/mnt/beegfs/testdir_1024K/test_200M.dat,200000000,1000,1024,0.9765625,"(np.int64(28), np.int64(25))"
/mnt/beegfs/testdir_4096K/test_500M.dat,500000000,4000,4096,0.9765625,"(np.int64(5), np.int64(2))"
/mnt/beegfs/testdir_256K/test_50M.dat,50000000,250,512,0.48828125,"(np.int64(3), np.int64(5))"
/mnt/beegfs/testdir_256K/test_100M.dat,100000000,250,512,0.48828125,"(np.int64(10), np.int64(29))"
/mnt/beegfs/testdir_64K/test_500M.dat,500000000,62,512,0.1220703125,"(np.int64(28), np.int64(13))"
/mnt/beegfs/testdir_256K/test_50M.dat,50000000,250,512,0.48828125,"(np.int64(16), np.int64(5))"
/mnt/beegfs/testdir_4096K/test_100M.dat,100000000,4000,4096,0.9765625,"(np.int64(3), np.int64(16))"
/mnt/beegfs/testdir_64K/test_50M.dat,50000000,62,512,0.1220703125,"(np.int64(9), np.int64(28))"
/mnt/beegfs/testdir_768K/test_100M.dat,100000000,750,1024,0.732421875,"(np.int64(6), np.int64(21))"
/mnt/beegfs/testdir_512K/test_200M.dat,200000000,500,896,0.5580357142857143,"(np.int64(17), np.int64(18))"
/mnt/beegfs/testdir_2048K/test_200M.dat,200000000,2000,1152,1.7361111111111112,"(np.int64(18), np.int64(11))"
/mnt/beegfs/testdir_64K/test_50M.dat,50000000,62,512,0.1220703125,"(np.int64(28), np.int64(19))"
/mnt/beegfs/testdir_256K/test_500M.dat,500000000,250,1536,0.16276041666666666,"(np.int64(20), np.int64(20))"
/mnt/beegfs/testdir_2048K/test_1000M.dat,1000000000,2000,3968,0.5040322580645161,"(np.int64(18), np.int64(5))"
/mnt/beegfs/testdir_2048K/test_50M.dat,50000000,2000,3328,0.6009615384615384,"(np.int64(14), np.int64(17))"
/mnt/beegfs/testdir_1024K/test_500M.dat,500000000,1000,2048,0.48828125,"(np.int64(8), np.int64(11))"
/mnt/beegfs/testdir_512K/test_500M.dat,500000000,500,2048,0.244140625,"(np.int64(15), np.int64(8))"
/mnt/beegfs/testdir_2048K/test_1000M.dat,1000000000,2000,2176,0.9191176470588235,"(np.int64(19), np.int64(3))"
/mnt/beegfs/testdir_768K/test_1000M.dat,1000000000,750,2048,0.3662109375,"(np.int64(2), np.int64(27))"
/mnt/beegfs/testdir_2048K/test_100M.dat,100000000,2000,2944,0.6793478260869565,"(np.int64(4), np.int64(3))"
/mnt/beegfs/testdir_128K/test_1000M.dat,1000000000,125,512,0.244140625,"(np.int64(8), np.int64(16))"
/mnt/beegfs/testdir_2048K/test_1000M.dat,1000000000,2000,2816,0.7102272727272727,"(np.int64(20), np.int64(3))"
/mnt/beegfs/testdir_4096K/test_100M.dat,100000000,4000,4096,0.9765625,"(np.int64(13), np.int64(2))"
/mnt/beegfs/testdir_1024K/test_50M.dat,50000000,1000,2304,0.4340277777777778,"(np.int64(15), np.int64(25))"
/mnt/beegfs/testdir_768K/test_500M.dat,500000000,750,1536,0.48828125,"(np.int64(20), np.int64(18))"
/mnt/beegfs/testdir_256K/test_1000M.dat,1000000000,250,512,0.48828125,"(np.int64(10), np.int64(15))"
/mnt/beegfs/testdir_2048K/test_100M.dat,100000000,2000,3584,0.5580357142857143,"(np.int64(5), np.int64(15))"
/mnt/beegfs/testdir_4096K/test_1000M.dat,1000000000,4000,4096,0.9765625,"(np.int64(24), np.int64(5))"
